"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Salt, sulphur, cement, lime, stone, & plaster",525,"Asbestos",52524,"Mineral Products",5,354730,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mica",52525,"Mineral Products",5,62131.99999999999,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Soapstone",52526,"Mineral Products",5,1454433,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Natural cryolite, natural chiolite",52527,"Mineral Products",5,14867,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Borax",52528,"Mineral Products",5,85095,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Feldspar",52529,"Mineral Products",5,203165,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Other Mineral",52530,"Mineral Products",5,281810,1995
"Ores, slag and ash",526,"Manganese Ore",52602,"Mineral Products",5,248980,1995
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,31384,1995
"Ores, slag and ash",526,"Titanium Ore",52614,"Mineral Products",5,123877.99999999999,1995
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,32048,1995
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,201188.00000000003,1995
"Ores, slag and ash",526,"Other Slag and Ash",52621,"Mineral Products",5,21094,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Briquettes",52701,"Mineral Products",5,25179131,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Peat",52703,"Mineral Products",5,18000,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coke",52704,"Mineral Products",5,1211103,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Non-Petroleum Gas",52705,"Mineral Products",5,4798.999999999999,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Tar",52706,"Mineral Products",5,1489821,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Tar Oil",52707,"Mineral Products",5,247293,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Crude Petroleum",52709,"Mineral Products",5,46376164,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Refined Petroleum",52710,"Mineral Products",5,200479670,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Gas",52711,"Mineral Products",5,35161,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Jelly",52712,"Mineral Products",5,4670376,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Coke",52713,"Mineral Products",5,1394445,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Bitumen and asphalt",52714,"Mineral Products",5,1919960,1995
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt Mixtures",52715,"Mineral Products",5,1390539,1995
"Inorganic chemicals",628,"Halogens",62801,"Chemical Products",6,306389,1995
"Inorganic chemicals",628,"Sulfur",62802,"Chemical Products",6,14209,1995
"Inorganic chemicals",628,"Carbon",62803,"Chemical Products",6,1417404,1995
"Inorganic chemicals",628,"Hydrogen",62804,"Chemical Products",6,184702,1995
"Inorganic chemicals",628,"Alkaline Metals",62805,"Chemical Products",6,39698,1995
"Inorganic chemicals",628,"Hydrochloric Acid",62806,"Chemical Products",6,251812,1995
"Inorganic chemicals",628,"Sulfuric Acid",62807,"Chemical Products",6,8073,1995
"Inorganic chemicals",628,"Nitric Acids",62808,"Chemical Products",6,116129.00000000001,1995
"Inorganic chemicals",628,"Phosphoric Acid",62809,"Chemical Products",6,257693.99999999997,1995
"Inorganic chemicals",628,"Boron",62810,"Chemical Products",6,80157,1995
"Inorganic chemicals",628,"Other Inorganic Acids",62811,"Chemical Products",6,971130,1995
"Inorganic chemicals",628,"Halides",62812,"Chemical Products",6,51214,1995
"Inorganic chemicals",628,"Nonmetal Sulfides",62813,"Chemical Products",6,9080,1995
"Inorganic chemicals",628,"Ammonia",62814,"Chemical Products",6,17667,1995
"Inorganic chemicals",628,"Sodium or Potassium Peroxides",62815,"Chemical Products",6,7856663,1995
"Inorganic chemicals",628,"Magnesium Hydroxide and Peroxide",62816,"Chemical Products",6,879629,1995
"Inorganic chemicals",628,"Zinc Oxide and Peroxide",62817,"Chemical Products",6,279114,1995
"Inorganic chemicals",628,"Aluminium Oxide",62818,"Chemical Products",6,1674887,1995
"Inorganic chemicals",628,"Chromium Oxides and Hydroxides",62819,"Chemical Products",6,58920,1995
"Inorganic chemicals",628,"Manganese Oxides",62820,"Chemical Products",6,1850747,1995
"Inorganic chemicals",628,"Iron Oxides and Hydroxides",62821,"Chemical Products",6,1043603,1995
